window,midpoint,count,mean_gap,mean_expected,mean_residual,mae,rmse,relative_drift,model
14,362556.775,1928,12.952282157676349,12.939143886803326,0.013138270873022774,7.845838298303226,10.773835562335238,0.6063645606650392,local_rolling
15,387553.725,1955,12.791815856777493,12.83656399464426,-0.04474813786676589,7.599424610251751,10.067421040816342,0.5920139231512751,local_rolling
16,412550.67500000005,1918,13.02919708029197,13.02182519246182,0.007371887830149481,7.858190684079172,10.473137590267697,0.6034630758695936,local_rolling
17,437547.625,1928,12.971991701244812,12.902937873156972,0.06905382808784129,7.844932516054249,10.340302407711938,0.6079958373181582,local_rolling
18,462544.575,1910,13.080628272251309,13.099435935774201,-0.018807663522891288,7.646366703646314,10.1072327550753,0.5837172486766622,local_rolling
19,487541.525,1920,13.015625,13.038647959080423,-0.0230229590804226,7.709126035167344,10.249298045572312,0.5912519503065904,local_rolling
20,512538.47500000003,1906,13.117523609653725,13.107489034656213,0.010034574997512077,7.812712053738186,10.433731394402358,0.5960494823288708,local_rolling
21,537535.425,1879,13.30814262905801,13.317207196414309,-0.0090645673562971,8.265856329638236,11.139597246769902,0.620689924525905,local_rolling
22,562532.375,1880,13.28936170212766,13.26405623915795,0.025305462969709265,8.183614207388377,10.915821802292308,0.6169767422448672,local_rolling
23,587529.325,1894,13.204857444561775,13.209474745285407,-0.004617300723633619,8.022553444513091,10.46247442598026,0.6073332664023163,local_rolling
24,612526.275,1888,13.236228813559322,13.289737636088136,-0.05350882252881629,8.110432530567893,10.944396525525864,0.6102778514260585,local_rolling
25,637523.2250000001,1846,13.556879739978331,13.576475271186261,-0.019595531207930093,8.426540511026602,11.226426065200515,0.6206721805703493,local_rolling
26,662520.175,1853,13.475445223961144,13.413651694940361,0.06179352902078355,8.07374797662509,10.574705177349195,0.601905294713334,local_rolling
27,687517.125,1858,13.454251883745963,13.425538719072204,0.028713164673759995,8.098565512992336,10.76841151557241,0.6032208973102572,local_rolling
28,712514.075,1875,13.3408,13.397490815486906,-0.05669081548690696,7.984865918596905,10.600348499855214,0.5959971183086578,local_rolling
29,737511.025,1819,13.731720725673448,13.705098014102877,0.026622711570572066,8.334611435410613,11.175653612852317,0.6081394986620378,local_rolling
30,762507.9750000001,1865,13.398391420911528,13.424243671746433,-0.025852250834906717,8.061905114148292,10.511176550963604,0.6005481806856591,local_rolling
31,787504.925,1848,13.530303030303031,13.47104189243437,0.05926113786865968,8.342694344547466,10.980971237832206,0.6193057976631269,local_rolling
32,812501.875,1845,13.544715447154472,13.570751276586877,-0.02603582943240462,8.208774005738999,11.087815458574244,0.6048872194645036,local_rolling
33,837498.825,1821,13.733113673805601,13.734752762962245,-0.0016390891566426152,8.5267428525643,11.634170911555197,0.6208151686252337,local_rolling
34,862495.775,1831,13.654833424358275,13.623851766286062,0.03098165807221395,8.25876568544911,10.964215247276433,0.6061990270538957,local_rolling
35,887492.7250000001,1826,13.68565169769989,13.693222370738159,-0.007570673038268992,8.328512839380714,10.904612295341062,0.6082215430298128,local_rolling
36,912489.675,1832,13.64410480349345,13.673578598725392,-0.029473795231943555,8.448228933782257,10.943931366011075,0.6178506140718549,local_rolling
37,937486.625,1799,13.891050583657588,13.881132316875934,0.009918266781653284,8.306057940759787,11.065718002812341,0.5983703455273407,local_rolling
38,962483.575,1818,13.749174917491748,13.797852438287078,-0.048677520795330845,8.485137367574206,11.095916341407419,0.6149607270787414,local_rolling
39,987480.525,1774,14.092446448703495,13.76585232153753,0.3265941271659643,8.544527781532574,11.3277848839298,0.6207045943798286,local_rolling
0,12599.475,2745,9.11111111111111,9.045043490380497,0.0660676207306146,5.049244707967011,6.6365585998321865,0.5582333256149556,combined
1,37596.425,2373,10.530973451327434,10.562764781147186,-0.031791329819750816,6.048100366722744,8.213477644131205,0.5725868645222147,combined
2,62593.375,2258,11.075287865367581,11.056943562724383,0.018344302643198137,6.370159516483676,8.256010979423118,0.5761230018356083,combined
3,87590.32500000001,2197,11.376422394173874,11.37563330476968,0.0007890894041921872,6.736475847813295,8.846303440212116,0.5921846869825492,combined
4,112587.275,2141,11.67211583372256,11.664525955213506,0.007589878509052914,6.894006731254471,9.261364776488865,0.5910233092818631,combined
5,137584.225,2116,11.810018903591683,11.82669264436944,-0.016673740777757667,6.841154555145235,8.993079652821036,0.578450354706921,combined
6,162581.175,2068,12.088007736943908,12.092866968848774,-0.004859231904868184,7.154345282018397,9.677782294921487,0.5916169672955132,combined
7,187578.125,2069,12.086031899468342,12.091985673651436,-0.005953774183094343,7.258573229725398,9.753848220495234,0.6002796749537923,combined
8,212575.075,2032,12.298228346456693,12.269478695288864,0.02874965116782901,7.258210013538511,9.89782228590699,0.5915662917549595,combined
9,237572.02500000002,2029,12.319369147363233,12.376178598120434,-0.056809450757201826,7.226721451896397,9.539387700920166,0.5839218781954162,combined
10,262568.975,1991,12.561526870919137,12.493738473113067,0.06778839780606925,7.466609590033681,9.900274313596883,0.5976281323722333,combined
11,287565.92500000005,1957,12.769545222278998,12.760702214801224,0.008843007477774828,7.8200633691107235,10.514732569909592,0.6128239055716056,combined
12,312562.875,2012,12.420477137176938,12.472862664137246,-0.05238552696030646,7.4736151748677235,9.957901027836096,0.5991900477150549,combined
13,337559.825,1968,12.715447154471544,12.696535137608551,0.01891201686299265,7.569626756638328,10.04909911761811,0.5961962594201193,combined
