scenario,kind,method,window_left,window_right,window_mid,true_prime_count,observed_count,true_positive,false_positive,false_negative,density_error,precision,recovery,f1,gap_drift
mixed_keep_75_noise_25,mixed,adaptive_window,5002,15002,10002.0,1085,1070,1070,0,15,0.013824884792626729,1.0,0.9861751152073732,0.9930394431554525,0.5622767277064732
mixed_keep_75_noise_25,mixed,adaptive_window,10002,20002,15002.0,1033,1018,1018,0,15,0.01452081316553727,1.0,0.9854791868344628,0.9926864943929791,0.5762380981306796
mixed_keep_75_noise_25,mixed,adaptive_window,15002,25002,20002.0,1008,1001,1001,0,7,0.006944444444444444,1.0,0.9930555555555556,0.9965156794425087,0.5665021225198525
mixed_keep_75_noise_25,mixed,adaptive_window,20002,30002,25002.0,983,982,982,0,1,0.001017293997965412,1.0,0.9989827060020345,0.9994910941475827,0.5630517285499577
mixed_keep_75_noise_25,mixed,adaptive_window,25002,35002,30002.0,970,960,960,0,10,0.010309278350515464,1.0,0.9896907216494846,0.9948186528497409,0.5836097878032325
mixed_keep_75_noise_25,mixed,adaptive_window,30002,40002,35002.0,958,944,944,0,14,0.014613778705636743,1.0,0.9853862212943633,0.992639327024185,0.5779063745873951
mixed_keep_75_noise_25,mixed,adaptive_window,35002,45002,40002.0,943,934,934,0,9,0.009544008483563097,1.0,0.9904559915164369,0.9952051145444859,0.5625141692204614
mixed_keep_75_noise_25,mixed,adaptive_window,40002,50002,45002.0,930,926,926,0,4,0.004301075268817204,1.0,0.9956989247311828,0.997844827586207,0.5765534193299658
mixed_keep_75_noise_25,mixed,adaptive_window,45002,55002,50002.0,916,915,915,0,1,0.001091703056768559,1.0,0.9989082969432315,0.9994538503549972,0.577916805749494
mixed_keep_75_noise_25,mixed,adaptive_window,50002,60002,55002.0,924,919,919,0,5,0.005411255411255411,1.0,0.9945887445887446,0.9972870320130222,0.5719957760565191
mixed_keep_75_noise_25,mixed,adaptive_window,55002,65002,60002.0,902,892,892,0,10,0.011086474501108648,1.0,0.9889135254988913,0.9944258639910815,0.588836949432853
mixed_keep_75_noise_25,mixed,adaptive_window,60002,70002,65002.0,879,869,869,0,10,0.011376564277588168,1.0,0.9886234357224118,0.994279176201373,0.5909202377453145
mixed_keep_75_noise_25,mixed,adaptive_window,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.5667586251536052
mixed_keep_75_noise_25,mixed,adaptive_window,70002,80002,75002.0,901,893,893,0,8,0.008879023307436182,1.0,0.9911209766925638,0.9955406911928651,0.5762301467018938
mixed_keep_75_noise_25,mixed,adaptive_window,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5880386692177729
mixed_keep_75_noise_25,mixed,adaptive_window,80002,90002,85002.0,877,868,868,0,9,0.010262257696693273,1.0,0.9897377423033067,0.9948424068767908,0.5997750695579969
mixed_keep_75_noise_25,mixed,adaptive_window,85002,95002,90002.0,880,867,867,0,13,0.014772727272727272,1.0,0.9852272727272727,0.9925586720091585,0.6098950732991852
mixed_keep_75_noise_25,mixed,adaptive_window,90002,100002,95002.0,878,866,866,0,12,0.01366742596810934,1.0,0.9863325740318907,0.9931192660550459,0.6076810753187283
mixed_keep_75_noise_25,mixed,adaptive_window,95002,105002,100002.0,867,862,862,0,5,0.0057670126874279125,1.0,0.994232987312572,0.9971081550028918,0.5889793238321046
mixed_keep_75_noise_25,mixed,adaptive_window,100002,110002,105002.0,861,860,860,0,1,0.0011614401858304297,1.0,0.9988385598141696,0.999418942475305,0.5858596472139332
mixed_keep_75_noise_25,mixed,adaptive_window,105002,115002,110002.0,848,844,844,0,4,0.0047169811320754715,1.0,0.9952830188679245,0.9976359338061466,0.6097074135392303
mixed_keep_75_noise_25,mixed,adaptive_window,110002,120002,115002.0,848,842,842,0,6,0.007075471698113208,1.0,0.9929245283018868,0.9964497041420118,0.6083282752544116
mixed_keep_75_noise_25,mixed,adaptive_window,115002,125002,120002.0,862,851,851,0,11,0.012761020881670533,1.0,0.9872389791183295,0.9935785172212492,0.5920353194473169
mixed_keep_75_noise_25,mixed,adaptive_window,120002,130002,125002.0,858,850,850,0,8,0.009324009324009324,1.0,0.9906759906759907,0.9953161592505855,0.5809396594011974
mixed_keep_75_noise_25,mixed,adaptive_window,125002,135002,130002.0,842,834,834,0,8,0.009501187648456057,1.0,0.9904988123515439,0.9952267303102625,0.5969532749009635
mixed_keep_75_noise_25,mixed,adaptive_window,130002,140002,135002.0,851,835,835,0,16,0.01880141010575793,1.0,0.981198589894242,0.9905100830367735,0.5909502575764618
mixed_keep_75_noise_25,mixed,adaptive_window,135002,145002,140002.0,846,836,836,0,10,0.01182033096926714,1.0,0.9881796690307328,0.9940546967895363,0.5837021550026448
mixed_keep_75_noise_25,mixed,adaptive_window,140002,150002,145002.0,839,836,836,0,3,0.003575685339690107,1.0,0.9964243146603099,0.9982089552238805,0.5757182554460638
mixed_keep_75_noise_25,mixed,adaptive_window,145002,155002,150002.0,850,843,843,0,7,0.00823529411764706,1.0,0.991764705882353,0.9958653278204371,0.5850628257264611
mixed_keep_75_noise_25,mixed,adaptive_window,150002,160002,155002.0,835,826,826,0,9,0.010778443113772455,1.0,0.9892215568862276,0.9945815773630344,0.6069429574712064
mixed_keep_75_noise_25,mixed,adaptive_window,155002,165002,160002.0,822,819,819,0,3,0.0036496350364963502,1.0,0.9963503649635036,0.9981718464351006,0.5885207513087339
mixed_keep_75_noise_25,mixed,adaptive_window,160002,170002,165002.0,813,811,811,0,2,0.0024600246002460025,1.0,0.997539975399754,0.9987684729064039,0.5973950865084746
mixed_keep_75_noise_25,mixed,adaptive_window,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5876633685650774
mixed_keep_75_noise_25,mixed,adaptive_window,170002,180002,175002.0,846,836,836,0,10,0.01182033096926714,1.0,0.9881796690307328,0.9940546967895363,0.5804366468474159
mixed_keep_75_noise_25,mixed,adaptive_window,175002,185002,180002.0,829,814,814,0,15,0.018094089264173704,1.0,0.9819059107358263,0.9908703590992087,0.6055414574023751
mixed_keep_75_noise_25,mixed,adaptive_window,180002,190002,185002.0,827,807,807,0,20,0.02418379685610641,1.0,0.9758162031438936,0.9877600979192166,0.5962221645436422
mixed_keep_75_noise_25,mixed,adaptive_window,185002,195002,190002.0,828,819,819,0,9,0.010869565217391304,1.0,0.9891304347826086,0.994535519125683,0.5974575357266848
mixed_keep_75_noise_25,mixed,adaptive_window,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6060319445479476
mixed_keep_75_noise_25,mixed,adaptive_window,195002,200000,197501.0,411,410,410,0,1,0.0024330900243309003,1.0,0.9975669099756691,0.9987819732034106,0.5893861186311037
mixed_keep_50_noise_50,mixed,raw,2,10002,5002.0,1229,1081,637,444,592,0.12042310821806347,0.5892691951896393,0.5183075671277462,0.5515151515151515,0.7266660124525615
mixed_keep_50_noise_50,mixed,raw,5002,15002,10002.0,1085,979,548,431,537,0.09769585253456221,0.5597548518896833,0.5050691244239631,0.5310077519379844,0.7106564337444407
mixed_keep_50_noise_50,mixed,raw,10002,20002,15002.0,1033,954,517,437,516,0.07647628267182963,0.5419287211740041,0.5004840271055179,0.5203824861600402,0.707143374046547
mixed_keep_50_noise_50,mixed,raw,15002,25002,20002.0,1008,947,520,427,488,0.060515873015873016,0.5491024287222809,0.5158730158730159,0.5319693094629155,0.6765992421514309
mixed_keep_50_noise_50,mixed,raw,20002,30002,25002.0,983,959,508,451,475,0.024415055951169887,0.529718456725756,0.5167853509664293,0.5231719876416066,0.6474006804352166
mixed_keep_50_noise_50,mixed,raw,25002,35002,30002.0,970,961,499,462,471,0.009278350515463918,0.5192507804370448,0.5144329896907216,0.5168306576903159,0.6747653760718494
mixed_keep_50_noise_50,mixed,raw,30002,40002,35002.0,958,907,478,429,480,0.05323590814196242,0.5270121278941565,0.4989561586638831,0.5126005361930294,0.7270577740570733
mixed_keep_50_noise_50,mixed,raw,35002,45002,40002.0,943,891,472,419,471,0.05514316012725345,0.5297418630751964,0.5005302226935313,0.514721919302072,0.7083873505344822
mixed_keep_50_noise_50,mixed,raw,40002,50002,45002.0,930,894,456,438,474,0.03870967741935484,0.5100671140939598,0.49032258064516127,0.5,0.6865301876822737
mixed_keep_50_noise_50,mixed,raw,45002,55002,50002.0,916,894,447,447,469,0.024017467248908297,0.5,0.48799126637554585,0.4939226519337016,0.6823009614346528
mixed_keep_50_noise_50,mixed,raw,50002,60002,55002.0,924,911,476,435,448,0.01406926406926407,0.5225027442371021,0.5151515151515151,0.5188010899182562,0.6542639280877436
mixed_keep_50_noise_50,mixed,raw,55002,65002,60002.0,902,906,461,445,441,0.004434589800443459,0.5088300220750552,0.5110864745011087,0.5099557522123893,0.6566083516639551
mixed_keep_50_noise_50,mixed,raw,60002,70002,65002.0,879,908,460,448,419,0.03299203640500569,0.5066079295154186,0.5233219567690558,0.514829322887521,0.670614990171085
mixed_keep_50_noise_50,mixed,raw,65002,75002,70002.0,900,889,458,431,442,0.012222222222222223,0.515185601799775,0.5088888888888888,0.5120178870877585,0.6737418513257081
mixed_keep_50_noise_50,mixed,raw,70002,80002,75002.0,901,863,437,426,464,0.042175360710321866,0.5063731170336037,0.48501664816870144,0.4954648526077097,0.6733457559653259
mixed_keep_50_noise_50,mixed,raw,75002,85002,80002.0,884,857,431,426,453,0.030542986425339366,0.5029171528588098,0.48755656108597284,0.49511774842044803,0.6919062233934413
mixed_keep_50_noise_50,mixed,raw,80002,90002,85002.0,877,868,433,435,444,0.010262257696693273,0.4988479262672811,0.49372862029646525,0.4962750716332378,0.7138269107550667
mixed_keep_50_noise_50,mixed,raw,85002,95002,90002.0,880,879,433,446,447,0.0011363636363636363,0.4926052332195677,0.49204545454545456,0.49232518476407044,0.709077606681829
mixed_keep_50_noise_50,mixed,raw,90002,100002,95002.0,878,918,442,476,436,0.04555808656036447,0.48148148148148145,0.5034168564920274,0.4922048997772829,0.6838159537163075
mixed_keep_50_noise_50,mixed,raw,95002,105002,100002.0,867,893,434,459,433,0.029988465974625143,0.48600223964165734,0.5005767012687428,0.49318181818181817,0.6855347494266611
mixed_keep_50_noise_50,mixed,raw,100002,110002,105002.0,861,836,408,428,453,0.029036004645760744,0.4880382775119617,0.4738675958188153,0.48084855627578077,0.7014231504483814
mixed_keep_50_noise_50,mixed,raw,105002,115002,110002.0,848,840,406,434,442,0.009433962264150943,0.48333333333333334,0.47877358490566035,0.48104265402843605,0.7090360210639923
mixed_keep_50_noise_50,mixed,raw,110002,120002,115002.0,848,872,420,452,428,0.02830188679245283,0.481651376146789,0.49528301886792453,0.4883720930232558,0.7120231457758667
mixed_keep_50_noise_50,mixed,raw,115002,125002,120002.0,862,900,439,461,423,0.04408352668213457,0.48777777777777775,0.5092807424593968,0.4982973893303065,0.6757833350285749
mixed_keep_50_noise_50,mixed,raw,120002,130002,125002.0,858,888,433,455,425,0.03496503496503497,0.48761261261261263,0.5046620046620046,0.4959908361970217,0.66432300380484
mixed_keep_50_noise_50,mixed,raw,125002,135002,130002.0,842,879,417,462,425,0.043942992874109264,0.47440273037542663,0.49524940617577196,0.484601975595584,0.6749118219785519
mixed_keep_50_noise_50,mixed,raw,130002,140002,135002.0,851,882,416,466,435,0.036427732079905996,0.47165532879818595,0.4888366627497062,0.4800923254472013,0.6660971204319937
mixed_keep_50_noise_50,mixed,raw,135002,145002,140002.0,846,875,405,470,441,0.034278959810874705,0.46285714285714286,0.4787234042553192,0.4706565950029053,0.6611593840484457
mixed_keep_50_noise_50,mixed,raw,140002,150002,145002.0,839,878,408,470,431,0.04648390941597139,0.4646924829157175,0.4862932061978546,0.4752475247524752,0.6590322862787948
mixed_keep_50_noise_50,mixed,raw,145002,155002,150002.0,850,907,428,479,422,0.06705882352941177,0.4718853362734289,0.5035294117647059,0.4871940808195788,0.6426919544290426
mixed_keep_50_noise_50,mixed,raw,150002,160002,155002.0,835,899,415,484,420,0.07664670658682635,0.46162402669632924,0.49700598802395207,0.4786620530565167,0.6458954661551517
mixed_keep_50_noise_50,mixed,raw,155002,165002,160002.0,822,866,402,464,420,0.0535279805352798,0.46420323325635104,0.48905109489051096,0.47630331753554506,0.6724678950739437
mixed_keep_50_noise_50,mixed,raw,160002,170002,165002.0,813,839,382,457,431,0.03198031980319803,0.45530393325387364,0.4698646986469865,0.4624697336561744,0.6853020572946659
mixed_keep_50_noise_50,mixed,raw,165002,175002,170002.0,822,876,395,481,427,0.06569343065693431,0.4509132420091324,0.4805352798053528,0.46525323910482924,0.6636754258373341
mixed_keep_50_noise_50,mixed,raw,170002,180002,175002.0,846,912,428,484,418,0.07801418439716312,0.4692982456140351,0.5059101654846335,0.4869169510807736,0.6384055469679307
mixed_keep_50_noise_50,mixed,raw,175002,185002,180002.0,829,880,423,457,406,0.061519903498190594,0.48068181818181815,0.5102533172496985,0.4950263311878292,0.6542445037043473
mixed_keep_50_noise_50,mixed,raw,180002,190002,185002.0,827,856,422,434,405,0.03506650544135429,0.4929906542056075,0.5102781136638452,0.5014854426619133,0.6751946479606421
mixed_keep_50_noise_50,mixed,raw,185002,195002,190002.0,828,868,408,460,420,0.04830917874396135,0.4700460829493088,0.4927536231884058,0.4811320754716981,0.6736234303491594
mixed_keep_50_noise_50,mixed,raw,190002,200000,195001.0,814,861,416,445,398,0.05773955773955774,0.4831591173054588,0.5110565110565111,0.4967164179104478,0.6658531730184941
mixed_keep_50_noise_50,mixed,raw,195002,200000,197501.0,411,417,222,195,189,0.014598540145985401,0.5323741007194245,0.5401459854014599,0.5362318840579711,0.6625268379904059
mixed_keep_50_noise_50,mixed,sieve_cleaned,2,10002,5002.0,1229,637,637,0,592,0.4816924328722539,1.0,0.5183075671277462,0.6827438370846731,1.2250095135321193
mixed_keep_50_noise_50,mixed,sieve_cleaned,5002,15002,10002.0,1085,548,548,0,537,0.4949308755760369,1.0,0.5050691244239631,0.6711573790569504,1.2715101669770108
mixed_keep_50_noise_50,mixed,sieve_cleaned,10002,20002,15002.0,1033,517,517,0,516,0.4995159728944821,1.0,0.5004840271055179,0.6670967741935483,1.3069791548283054
mixed_keep_50_noise_50,mixed,sieve_cleaned,15002,25002,20002.0,1008,520,520,0,488,0.48412698412698413,1.0,0.5158730158730159,0.680628272251309,1.232398135484497
mixed_keep_50_noise_50,mixed,sieve_cleaned,20002,30002,25002.0,983,508,508,0,475,0.4832146490335707,1.0,0.5167853509664293,0.681421864520456,1.2487381107932338
mixed_keep_50_noise_50,mixed,sieve_cleaned,25002,35002,30002.0,970,499,499,0,471,0.48556701030927835,1.0,0.5144329896907216,0.6793737236215112,1.2722366905779547
mixed_keep_50_noise_50,mixed,sieve_cleaned,30002,40002,35002.0,958,478,478,0,480,0.5010438413361169,1.0,0.4989561586638831,0.6657381615598886,1.3136347249270375
mixed_keep_50_noise_50,mixed,sieve_cleaned,35002,45002,40002.0,943,472,472,0,471,0.49946977730646874,1.0,0.5005302226935313,0.6671378091872792,1.2963447750652355
mixed_keep_50_noise_50,mixed,sieve_cleaned,40002,50002,45002.0,930,456,456,0,474,0.5096774193548387,1.0,0.49032258064516127,0.658008658008658,1.346640497801082
mixed_keep_50_noise_50,mixed,sieve_cleaned,45002,55002,50002.0,916,447,447,0,469,0.5120087336244541,1.0,0.48799126637554585,0.6559060895084372,1.3503763535076854
mixed_keep_50_noise_50,mixed,sieve_cleaned,50002,60002,55002.0,924,476,476,0,448,0.48484848484848486,1.0,0.5151515151515151,0.6799999999999999,1.2156102471787735
mixed_keep_50_noise_50,mixed,sieve_cleaned,55002,65002,60002.0,902,461,461,0,441,0.48891352549889133,1.0,0.5110864745011087,0.6764490095377843,1.2654784596434578
mixed_keep_50_noise_50,mixed,sieve_cleaned,60002,70002,65002.0,879,460,460,0,419,0.47667804323094426,1.0,0.5233219567690558,0.6870799103808813,1.2840182653761771
mixed_keep_50_noise_50,mixed,sieve_cleaned,65002,75002,70002.0,900,458,458,0,442,0.4911111111111111,1.0,0.5088888888888888,0.674521354933726,1.26246076385983
mixed_keep_50_noise_50,mixed,sieve_cleaned,70002,80002,75002.0,901,437,437,0,464,0.5149833518312985,1.0,0.48501664816870144,0.6532137518684603,1.302650272628167
mixed_keep_50_noise_50,mixed,sieve_cleaned,75002,85002,80002.0,884,431,431,0,453,0.5124434389140271,1.0,0.48755656108597284,0.6555133079847908,1.3340370652000946
mixed_keep_50_noise_50,mixed,sieve_cleaned,80002,90002,85002.0,877,433,433,0,444,0.5062713797035348,1.0,0.49372862029646525,0.6610687022900763,1.3535332567871745
mixed_keep_50_noise_50,mixed,sieve_cleaned,85002,95002,90002.0,880,433,433,0,447,0.5079545454545454,1.0,0.49204545454545456,0.6595582635186595,1.388690235586043
mixed_keep_50_noise_50,mixed,sieve_cleaned,90002,100002,95002.0,878,442,442,0,436,0.49658314350797267,1.0,0.5034168564920274,0.6696969696969698,1.3274617961968238
mixed_keep_50_noise_50,mixed,sieve_cleaned,95002,105002,100002.0,867,434,434,0,433,0.4994232987312572,1.0,0.5005767012687428,0.6671790930053805,1.3354095603827525
mixed_keep_50_noise_50,mixed,sieve_cleaned,100002,110002,105002.0,861,408,408,0,453,0.5261324041811847,1.0,0.4738675958188153,0.6430260047281323,1.4364078728803351
mixed_keep_50_noise_50,mixed,sieve_cleaned,105002,115002,110002.0,848,406,406,0,442,0.5212264150943396,1.0,0.47877358490566035,0.6475279106858054,1.4160129679078002
mixed_keep_50_noise_50,mixed,sieve_cleaned,110002,120002,115002.0,848,420,420,0,428,0.5047169811320755,1.0,0.49528301886792453,0.6624605678233438,1.3373753403668558
mixed_keep_50_noise_50,mixed,sieve_cleaned,115002,125002,120002.0,862,439,439,0,423,0.49071925754060325,1.0,0.5092807424593968,0.6748654880860877,1.237750521444221
mixed_keep_50_noise_50,mixed,sieve_cleaned,120002,130002,125002.0,858,433,433,0,425,0.49533799533799533,1.0,0.5046620046620046,0.6707978311386521,1.2628832399664096
mixed_keep_50_noise_50,mixed,sieve_cleaned,125002,135002,130002.0,842,417,417,0,425,0.504750593824228,1.0,0.49524940617577196,0.6624305003971406,1.3352698112227646
mixed_keep_50_noise_50,mixed,sieve_cleaned,130002,140002,135002.0,851,416,416,0,435,0.5111633372502937,1.0,0.4888366627497062,0.6566692975532754,1.3085792487157477
mixed_keep_50_noise_50,mixed,sieve_cleaned,135002,145002,140002.0,846,405,405,0,441,0.5212765957446809,1.0,0.4787234042553192,0.6474820143884892,1.3477339325048678
mixed_keep_50_noise_50,mixed,sieve_cleaned,140002,150002,145002.0,839,408,408,0,431,0.5137067938021455,1.0,0.4862932061978546,0.6543704891740176,1.3413912041240783
mixed_keep_50_noise_50,mixed,sieve_cleaned,145002,155002,150002.0,850,428,428,0,422,0.4964705882352941,1.0,0.5035294117647059,0.6697965571205008,1.2732173017236614
mixed_keep_50_noise_50,mixed,sieve_cleaned,150002,160002,155002.0,835,415,415,0,420,0.5029940119760479,1.0,0.49700598802395207,0.6639999999999999,1.3104969417039247
mixed_keep_50_noise_50,mixed,sieve_cleaned,155002,165002,160002.0,822,402,402,0,420,0.5109489051094891,1.0,0.48905109489051096,0.6568627450980392,1.3857798725039812
