shuffle_id,mode,singular_value,energy_share,cumulative_energy
36,2,0.009837069988992045,0.25993277702976075,0.6359052962537963
36,3,0.00860742654565061,0.19901058411392064,0.834915880367717
36,4,0.00598518190432389,0.09622418301609202,0.9311400633838091
36,5,0.003860307637704457,0.04002887238351654,0.9711689357673255
36,6,0.0032328413521716865,0.028073613033953008,0.9992425488012786
36,7,0.0005310220642332771,0.0007574511987216399,1.0000000000000002
36,8,1.0821706342345702e-17,3.1457268809521365e-31,1.0000000000000002
37,1,0.011280108904628721,0.43434989412134134,0.43434989412134134
37,2,0.009368289683482123,0.2995944457301638,0.7339443398515051
37,3,0.0067253030616473974,0.15439628777096479,0.8883406276224699
37,4,0.003980349621533002,0.05408235274310609,0.942422980365576
37,5,0.00340302597179258,0.03953153352857592,0.981954513894152
37,6,0.00213366582812723,0.015540534019526236,0.9974950479136783
37,7,0.0008566297327483568,0.002504952086321823,1.0
37,8,1.8291809457147905e-18,1.1421587528803936e-32,1.0
38,1,0.012777641158744402,0.466629315858738,0.466629315858738
38,2,0.010176633968517897,0.2959913048069962,0.7626206206657342
38,3,0.006283147918340571,0.11283016231637374,0.875450782982108
38,4,0.006091636214087082,0.10605681106619715,0.9815075940483051
38,5,0.0018354348373877947,0.009628277216735374,0.9911358712650405
38,6,0.0016786647435524272,0.008053758138409228,0.9991896294034498
38,7,0.0005324839414420495,0.0008103705965502581,1.0
38,8,9.811165465852573e-18,2.75113464005002e-31,1.0
39,1,0.009499104437959559,0.39526826455226743,0.39526826455226743
39,2,0.007331769266346957,0.23547467166600888,0.6307429362182764
39,3,0.005661206851957725,0.1403927461454088,0.7711356823636852
39,4,0.005254128941013065,0.12092833544818615,0.8920640178118714
39,5,0.003935215384653167,0.06783653188346823,0.9599005496953397
39,6,0.0030172785914060825,0.0398802107269164,0.999780760422256
39,7,0.00022371554768675945,0.00021923957774412176,1.0000000000000002
39,8,6.550654047123877e-18,1.8797320659632696e-31,1.0000000000000002
40,1,0.011762382404682716,0.3986346777105027,0.3986346777105027
40,2,0.01063693222468322,0.32599975283143695,0.7246344305419397
40,3,0.006765266910672388,0.13187253590497355,0.8565069664469132
40,4,0.004937299328756118,0.07023658732624735,0.9267435537731605
40,5,0.004278883196868291,0.05275277979284792,0.9794963335660084
40,6,0.001990266105406756,0.011413182993375516,0.990909516559384
40,7,0.0017762383671162216,0.009090483440616023,1.0
40,8,2.089465652992779e-17,1.257925612194873e-30,1.0
41,1,0.013087068605265503,0.45581395932829527,0.45581395932829527
41,2,0.009395793087749175,0.23494691763175382,0.6907608769600491
41,3,0.007510724376539935,0.15012966407192066,0.8408905410319697
41,4,0.006362421837961084,0.10773275930483685,0.9486233003368065
41,5,0.00323495818904744,0.027850962400446194,0.9764742627372527
41,6,0.0023840589965515645,0.015126444557228445,0.9916007072944811
41,7,0.0017765192856955265,0.008399292705518684,0.9999999999999998
41,8,1.299178028288596e-18,4.492004653571168e-33,0.9999999999999998
42,1,0.012505700198615407,0.4622635720700213,0.4622635720700213
42,2,0.009665997304431464,0.276163948957134,0.7384275210271553
42,3,0.00683350940134516,0.13802610647288738,0.8764536275000426
42,4,0.004936278925214497,0.07202330195556297,0.9484769294556056
42,5,0.003805404101008268,0.042803098499916294,0.9912800279555218
42,6,0.0015164960335000018,0.006797609344464618,0.9980776372999864
42,7,0.0008064563078553861,0.0019223627000135083,1.0
42,8,1.5523535583024294e-17,7.122868519336373e-31,1.0
43,1,0.013177986995956317,0.44878195170581897,0.44878195170581897
43,2,0.0116047005094416,0.3480207248571417,0.7968026765629607
43,3,0.005995347635184965,0.09288936079780474,0.8896920373607654
43,4,0.005104306766029178,0.0673303339237726,0.957022371284538
43,5,0.0037731194841768927,0.036790725348968906,0.9938130966335069
43,6,0.001259333312298053,0.004098440333495012,0.997911536967002
43,7,0.0008989691316109529,0.002088463032998036,1.0
43,8,6.562036072875702e-18,1.112793193430198e-31,1.0
44,1,0.012580440805874898,0.37740751709644577,0.37740751709644577
44,2,0.009624090674909935,0.22087076790375562,0.5982782850002014
44,3,0.008923769486102193,0.18989586823870525,0.7881741532389066
44,4,0.007509175129206327,0.13446315432160552,0.9226373075605121
44,5,0.005137301792917735,0.06293452916069703,0.9855718367212092
44,6,0.00244851529574409,0.014296326946167816,0.999868163667377
44,7,0.00023513005330539458,0.00013183633262297547,0.9999999999999999
44,8,7.21254464471163e-18,1.2404973979509846e-31,0.9999999999999999
45,1,0.012831377420738525,0.5383288565505281,0.5383288565505281
45,2,0.007839567791018812,0.20094876493949754,0.7392776214900256
45,3,0.0066789327242498505,0.14585295729792544,0.8851305787879511
45,4,0.005103150246846464,0.08514865875816612,0.9702792375461172
45,5,0.0024416693509296344,0.019492825945716892,0.9897720634918341
45,6,0.0017532461377378057,0.01005048183873838,0.9998225453305725
45,7,0.00023296633371904158,0.00017745466942758038,1.0
45,8,1.1517398164525534e-17,4.3372041370050095e-31,1.0
46,1,0.011843965500694296,0.43365066374485756,0.43365066374485756
46,2,0.008817424987431868,0.24034179224659194,0.6739924559914495
46,3,0.007062731655158872,0.15420240940580918,0.8281948653972587
46,4,0.006216681058546177,0.1194711163306263,0.9476659817278851
46,5,0.0037195896546550504,0.04276966123139864,0.9904356429592838
46,6,0.0016349155077916605,0.008262973779908638,0.9986986167391924
46,7,0.0006488282250460965,0.0013013832608078867,1.0000000000000002
46,8,7.84686393646598e-18,1.903434743269313e-31,1.0000000000000002
47,1,0.012683543516186842,0.4020259809593446,0.4020259809593446
47,2,0.010323044678093815,0.26631064576261887,0.6683366267219635
47,3,0.007700935316800754,0.14820397939439187,0.8165406061163554
47,4,0.005989139836331989,0.08963999430169102,0.9061806004180464
47,5,0.0047090624842008695,0.05541684795172556,0.9615974483697719
47,6,0.0036809849452923583,0.03386109484726958,0.9954585432170415
47,7,0.001348065939899036,0.004541456782958622,1.0000000000000002
47,8,1.0385393058569567e-17,2.695372479754092e-31,1.0000000000000002
48,1,0.009327412032955786,0.4225056146666696,0.4225056146666696
48,2,0.008409830871997625,0.3434667373473242,0.7659723520139938
48,3,0.004646161276355838,0.10483317099986163,0.8708055230138555
48,4,0.004358289947549547,0.09224490755244058,0.9630504305662961
48,5,0.0025349694472157707,0.03120725858689778,0.9942576891531939
48,6,0.0010870008326788632,0.0057381238065993935,0.9999958129597933
48,7,2.9362868842627416e-05,4.18704020697606e-06,1.0000000000000002
48,8,5.1616097911684684e-17,1.293839780719436e-29,1.0000000000000002
49,1,0.011190729088220207,0.36939061973143317,0.36939061973143317
49,2,0.00954773175618844,0.2688868208666019,0.6382774405980352
49,3,0.008190191989171211,0.19785966209471095,0.8361371026927461
49,4,0.005585406330543932,0.09201924046429072,0.9281563431570368
49,5,0.0037629059210633007,0.041765320564650654,0.9699216637216874
49,6,0.0030194882472039533,0.02689278534991858,0.996814449071606
49,7,0.001039220552541718,0.003185550928394056,1.0
49,8,8.223486974107474e-18,1.994716205918504e-31,1.0
50,1,0.00973203640108116,0.34992614774474823,0.34992614774474823
50,2,0.009037167956575354,0.30174053353698754,0.6516666812817358
50,3,0.0068045519419312386,0.1710676989010458,0.8227343801827816
50,4,0.0052198221829238365,0.10066543250304522,0.9233998126858267
50,5,0.004190990594045002,0.06489366741716543,0.9882934801029921
50,6,0.001552389431448711,0.008903695546237506,0.9971971756492296
50,7,0.0008709905995672537,0.002802824350770324,0.9999999999999999
50,8,1.353861890336731e-17,6.772011289575812e-31,0.9999999999999999
51,1,0.010783058450480243,0.40120478520998604,0.40120478520998604
51,2,0.009257764854501986,0.295729382696665,0.696934167906651
51,3,0.007156342824916138,0.1767113562751208,0.8736455241817718
51,4,0.00448702956048649,0.06947043957692557,0.9431159637586973
51,5,0.003463616467575195,0.04139441764959301,0.9845103814082903
51,6,0.002076413187202112,0.014876807462727574,0.9993871888710179
51,7,0.00042142687629804576,0.0006128111289820969,1.0
51,8,1.1320002397411679e-17,4.4215569508818205e-31,1.0
52,1,0.013819498458076179,0.5423041270702105,0.5423041270702105
52,2,0.00900861370073782,0.23044870640016962,0.7727528334703802
52,3,0.00697035213944145,0.13796463747203963,0.9107174709424197
52,4,0.004404965575755906,0.05509895772404135,0.9658164286664611
52,5,0.003383937512966832,0.032516441804408595,0.9983328704708697
52,6,0.0007649143249098441,0.001661437216386632,0.9999943076872564
52,7,4.477289776072099e-05,5.69231274368651e-06,1.0
52,8,6.681263181459776e-18,1.267580369300692e-31,1.0
53,1,0.01339542795754772,0.4690154937668049,0.4690154937668049
53,2,0.010446199292941988,0.2852269893235318,0.7542424830903367
53,3,0.007718329069066046,0.15571146294583363,0.9099539460361703
53,4,0.004533685107344422,0.05372503516784504,0.9636789812040153
53,5,0.003322099911205314,0.028846915532587128,0.9925258967366024
53,6,0.0014241035687118082,0.00530099205345255,0.997826888790055
53,7,0.0009118092091649212,0.0021731112099449344,0.9999999999999999
53,8,5.066003024921485e-18,6.70818286917033e-32,0.9999999999999999
54,1,0.011083765329879074,0.3636536961921368,0.3636536961921368
54,2,0.009288131007143631,0.25537008829666363,0.6190237844888005
54,3,0.0079195404601573,0.18565785377968383,0.8046816382684843
54,4,0.006906733109410883,0.14120780766588403,0.9458894459343683
54,5,0.0040132095622723105,0.04767569563770677,0.9935651415720751
54,6,0.0012812864629146263,0.004859659461482275,0.9984248010335574
54,7,0.0007294760338214805,0.0015751989664425751,0.9999999999999999
54,8,2.0442161884800812e-17,1.2369923342021334e-30,0.9999999999999999
55,1,0.011939822922154642,0.4089492541118878,0.4089492541118878
55,2,0.009241439745628273,0.24499257430456917,0.653941828416457
55,3,0.007319612643716767,0.15369149884098401,0.807633327257441
55,4,0.00631828275556255,0.11451747501087413,0.9221508022683151
55,5,0.004662645427205389,0.062364641456732185,0.9845154437250473
